x-axis,1,2
second,Volt,Volt
-54.00000E-03,-353.20350E-03,-202.46231E-03
-53.98400E-03,-333.10300E-03,-202.21106E-03
-53.96800E-03,-351.94722E-03,-210.00000E-03
-53.95200E-03,-333.10300E-03,-218.04020E-03
-53.93600E-03,-351.94722E-03,-202.71357E-03
-53.92000E-03,-372.04773E-03,-217.78895E-03
-53.90400E-03,-333.73114E-03,-210.50251E-03
-53.88800E-03,-351.94722E-03,-225.82915E-03
-53.87200E-03,-333.10300E-03,-218.54271E-03
-53.85600E-03,-332.47486E-03,-226.08040E-03
-53.84000E-03,-371.41958E-03,-226.33166E-03
-53.82400E-03,-333.73114E-03,-226.33166E-03
-53.80800E-03,-351.94722E-03,-226.33166E-03
-53.79200E-03,-352.57536E-03,-226.33166E-03
-53.77600E-03,-352.57536E-03,-234.12060E-03
-53.76000E-03,-352.57536E-03,-234.37186E-03
-53.74400E-03,-352.57536E-03,-234.37186E-03
-53.72800E-03,-352.57536E-03,-234.37186E-03
-53.71200E-03,-352.57536E-03,-242.16080E-03
-53.69600E-03,-372.04773E-03,-242.41206E-03
-53.68000E-03,-353.20350E-03,-242.41206E-03
-53.66400E-03,-333.10300E-03,-250.20101E-03
-53.64800E-03,-351.94722E-03,-250.45226E-03
-53.63200E-03,-352.57536E-03,-234.87437E-03
-53.61600E-03,-352.57536E-03,-249.94975E-03
-53.60000E-03,-352.57536E-03,-242.66332E-03
-53.58400E-03,-352.57536E-03,-250.20101E-03
-53.56800E-03,-352.57536E-03,-250.45226E-03
-53.55200E-03,-352.57536E-03,-250.45226E-03
-53.53600E-03,-352.57536E-03,-258.24121E-03
-53.52000E-03,-352.57536E-03,-258.49246E-03
-53.50400E-03,-333.10300E-03,-250.70352E-03
-53.48800E-03,-351.94722E-03,-258.24121E-03
-53.47200E-03,-352.57536E-03,-250.70352E-03
-53.45600E-03,-352.57536E-03,-266.03015E-03
-53.44000E-03,-352.57536E-03,-258.74372E-03
-53.42400E-03,-333.10300E-03,-266.28141E-03
-53.40800E-03,-332.47486E-03,-266.53266E-03
-53.39200E-03,-351.94722E-03,-258.74372E-03
-53.37600E-03,-352.57536E-03,-266.28141E-03
-53.36000E-03,-352.57536E-03,-266.53266E-03
-53.34400E-03,-352.57536E-03,-266.53266E-03
-53.32800E-03,-352.57536E-03,-274.32161E-03
-53.31200E-03,-352.57536E-03,-266.78392E-03
-53.29600E-03,-352.57536E-03,-274.32161E-03
-53.28000E-03,-352.57536E-03,-274.57286E-03
-53.26400E-03,-333.10300E-03,-274.57286E-03
